tipo_vivienda,precio,habitaciones,banios,parqueos,direccion,metraje,detalles
apartamento,"US$ 650,000",4 habitaciones,4.5 baños,4 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",595 Mt2,"1/2 Baño, Ascensor, Control de Acceso, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"RD$ 10,000,000",3 habitaciones,3.5 baños,3 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",238 Mt2,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 335,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",258 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cuarto de Servicio, Estudio, Family Room"
apartamento,"US$ 130,000",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
casa,"RD$ 8,800,000",3 habitaciones,2.5 baños,2 parqueos,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",278 Mt2,"Estar Familiar, Gazzebo, Patio, Terraza"
apartamento,"US$ 330,000",3 habitaciones,3.5 baños,4 parqueos,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",275 Mt2,"1/2 Baño, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"US$ 253,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",175 Mt2,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"RD$ 7,000,000",1 habitaciones,2.0 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",120 Mt2,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 285,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",300 Mt2,"1/2 Baño, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Shutters, Walk In Closet"
apartamento,"US$ 835,000",4 habitaciones,4.5 baños,4 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",485 Mt2,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 225,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 252,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",190 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cuarto de Servicio, Estar Familiar, Gimnasio, Planta Eléctrica, Walk In Closet"
apartamento,"RD$ 5,100,000",3 habitaciones,2.0 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",140 Mt2,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo, Seguridad 24 Horas"
apartamento,"RD$ 8,000,000",3 habitaciones,3.5 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",206 Mt2,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Estar Familiar, Planta Eléctrica"
apartamento,"US$ 185,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",165 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Estudio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 76,000",1 habitaciones,1.5 baños,1 parqueos,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",56 Mt2,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Gimnasio, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 168,887",2 habitaciones,2.0 baños,1 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",114 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 255,000",3 habitaciones,1.0 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",195 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 112,000",1 habitaciones,1.0 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",102 Mt2,"Ascensor, Lobby, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 255,250",3 habitaciones,3.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",170 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"RD$ 3,700,000",2 habitaciones,2.0 baños,1 parqueos,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",110 Mt2,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo"
apartamento,"US$ 118,000",3 habitaciones,3.0 baños,2 parqueos,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,
apartamento,"RD$ 3,390,000",2 habitaciones,2.0 baños,2 parqueos,"Republica de Colombia, Santo Domingo Centro (D.N.), Santo Domingo",97 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cuarto de Servicio, Piscina"
apartamento,"US$ 207,000",3 habitaciones,3.5 baños,3 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",217 Mt2,
apartamento,"US$ 230,000",4 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",211 Mt2,
casa,"US$ 744,000",3 habitaciones,4.0 baños,5 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",760 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Cuarto de Servicio, Estudio, Family Room, Inversor, Patio, Planta Eléctrica, Shutters, Terraza, Walk In Closet"
apartamento,"RD$ 5,150,000",2 habitaciones,2.5 baños,2 parqueos,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",112 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cuarto de Servicio, Inversor, Terraza"
apartamento,"RD$ 7,900,000",2.0 baños,NA,NA,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,
casa,"US$ 250,000",4 habitaciones,4.0 baños,5 parqueos,"El Milloncito, Santo Domingo Centro (D.N.), Santo Domingo",300 Mt2,
casa,"US$ 1,250,000",2 habitaciones,3.0 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",613 Mt2,
apartamento,"US$ 390,000",3 habitaciones,3.0 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",258 Mt2,"1/2 Baño, Agua Potable, Balcón, Seguridad 24 Horas"
apartamento,"US$ 149,000",3 habitaciones,2 parqueos,NA,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"1/2 Baño, Balcón, Cisterna, Control de Acceso, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 160,000",3 habitaciones,2.0 baños,2 parqueos,"Zona Colonial, Santo Domingo Centro (D.N.), Santo Domingo",111 Mt2,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 650,000",4 habitaciones,5.0 baños,3 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",365 Mt2,"Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Planta Eléctrica, Walk In Closet"
apartamento,"US$ 189,000",3 habitaciones,2.0 baños,2 parqueos,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",104 Mt2,"Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Terraza, Walk In Closet"
apartamento,"US$ 453,300",3 habitaciones,3.0 baños,3 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",265 Mt2,"1/2 Baño, Ascensor, Cuarto de Servicio, Jacuzzi"
apartamento,"RD$ 7,500,000",3 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Control de Acceso"
casa,"US$ 260,000",5 habitaciones,3.5 baños,4 parqueos,"Altos de Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",300 Mt2,"1/2 Baño, Agua Potable, Cisterna, Cuarto de Servicio, Patio, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 102,000",2 habitaciones,2.5 baños,1 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",117 Mt2,
apartamento,"US$ 50,600",1 habitaciones,1.0 baños,1 parqueos,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",47 Mt2,
apartamento,"US$ 88,400",1 habitaciones,1.5 baños,1 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",68 Mt2,
apartamento,"US$ 151,200",2 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",112 Mt2,
apartamento,"US$ 128,000",2 habitaciones,2.0 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",109 Mt2,
apartamento,"US$ 278,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",206 Mt2,
apartamento,"US$ 183,700",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",192 Mt2,
apartamento,"US$ 277,000",2 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",200 Mt2,
apartamento,"US$ 158,000",3 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,
apartamento,"US$ 210,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",195 Mt2,
apartamento,"US$ 205,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",200 Mt2,
apartamento,"US$ 205,000",3 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",170 Mt2,
apartamento,"US$ 175,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",175 Mt2,
apartamento,"US$ 197,000",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",185 Mt2,
apartamento,"US$ 458,000",3 habitaciones,3.5 baños,3 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",322 Mt2,
apartamento,"US$ 172,116",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",123 Mt2,
apartamento,"US$ 515,000",3 habitaciones,3.5 baños,3 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",320 Mt2,
apartamento,"US$ 243,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",160 Mt2,
apartamento,"US$ 166,323",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",119 Mt2,
apartamento,"US$ 170,265",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",131 Mt2,
apartamento,"US$ 100,535",1 habitaciones,1.5 baños,1 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",74 Mt2,
apartamento,"US$ 465,000",3 habitaciones,3.5 baños,3 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",319 Mt2,
apartamento,"US$ 354,000",3 habitaciones,3.5 baños,3 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",189 Mt2,
apartamento,"US$ 240,000",2 habitaciones,2.5 baños,2 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",134 Mt2,
apartamento,"US$ 350,000",3 habitaciones,3.5 baños,2 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,
apartamento,"US$ 228,000",3 habitaciones,3.5 baños,2 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",208 Mt2,
apartamento,"US$ 440,500",3 habitaciones,3.5 baños,3 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",290 Mt2,
apartamento,"US$ 420,000",3 habitaciones,3.5 baños,3 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",290 Mt2,
apartamento,"US$ 327,000",3 habitaciones,3.5 baños,3 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",244 Mt2,
apartamento,"US$ 151,000",2 habitaciones,2.5 baños,2 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",87 Mt2,
apartamento,"US$ 485,000",3 habitaciones,3.5 baños,4 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",327 Mt2,
apartamento,"US$ 370,000",3 habitaciones,3.5 baños,3 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",246 Mt2,
apartamento,"US$ 175,000",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",90 Mt2,
apartamento,"US$ 650,000",4 habitaciones,4.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",333 Mt2,
apartamento,"US$ 895,000",3 habitaciones,3.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",412 Mt2,
apartamento,"US$ 690,000",3 habitaciones,3.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",420 Mt2,
apartamento,"US$ 657,248",4 habitaciones,4.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",325 Mt2,
apartamento,"US$ 145,000",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",75 Mt2,
apartamento,"US$ 199,400",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",119 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"US$ 249,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",198 Mt2,
apartamento,"US$ 120,125",1 habitaciones,1.5 baños,1 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",78 Mt2,
apartamento,"US$ 160,000",NA,NA,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",136 Mt2,
apartamento,"US$ 154,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",122 Mt2,
apartamento,"US$ 150,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",156 Mt2,
apartamento,"US$ 104,000",1 habitaciones,1.5 baños,1 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",75 Mt2,
apartamento,"US$ 222,500",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",155 Mt2,
apartamento,"US$ 198,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",170 Mt2,
apartamento,"US$ 223,400",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",215 Mt2,
apartamento,"US$ 144,640",2 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,
apartamento,"US$ 1,600,000",4 habitaciones,4.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",507 Mt2,
apartamento,"US$ 157,000",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",85 Mt2,
apartamento,"US$ 950,000",4 habitaciones,4.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",412 Mt2,
apartamento,"US$ 131,430",1 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",78 Mt2,
apartamento,"US$ 256,000",2 habitaciones,2.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",140 Mt2,
apartamento,"US$ 255,000",3 habitaciones,3.5 baños,3 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",200 Mt2,
apartamento,"US$ 560,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",280 Mt2,
apartamento,"US$ 289,000",2 habitaciones,2.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",105 Mt2,
apartamento,"US$ 220,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",168 Mt2,
apartamento,"US$ 128,000",2 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",118 Mt2,
apartamento,"US$ 114,000",1 habitaciones,1.5 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",75 Mt2,
apartamento,"US$ 184,000",3 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",160 Mt2,
apartamento,"US$ 140,500",2 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",120 Mt2,
casa,"US$ 800,000",4 habitaciones,4.5 baños,4 parqueos,"Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",500 Mt2,
apartamento,"US$ 440,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",290 Mt2,
apartamento,"US$ 330,000",3 habitaciones,3.5 baños,3 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",230 Mt2,
apartamento,"US$ 125,000",3 habitaciones,2.5 baños,2 parqueos,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",133 Mt2,
apartamento,"US$ 213,000",3 habitaciones,3.5 baños,2 parqueos,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",210 Mt2,
apartamento,"US$ 395,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",240 Mt2,
apartamento,"US$ 172,000",3 habitaciones,2.5 baños,2 parqueos,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",140 Mt2,
apartamento,"RD$ 5,000,000",3 habitaciones,2.5 baños,2 parqueos,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,
apartamento,"US$ 190,000",3 habitaciones,3.5 baños,2 parqueos,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",155 Mt2,
apartamento,"US$ 985,000",4 habitaciones,4.0 baños,4 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",600 Mt2,
apartamento,"US$ 740,000",3 habitaciones,3.5 baños,4 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",402 Mt2,
apartamento,"US$ 1,700,000",4 habitaciones,4.5 baños,5 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",853 Mt2,
apartamento,"US$ 2,425,000",4 habitaciones,4.5 baños,6 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",650 Mt2,
apartamento,"US$ 1,340,000",4 habitaciones,4.5 baños,4 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",462 Mt2,
apartamento,"US$ 4,397,000",4 habitaciones,8.0 baños,8 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo","1,197 Mt2",
apartamento,"US$ 2,048,000",4 habitaciones,4.5 baños,4 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",606 Mt2,
apartamento,"US$ 995,000",3 habitaciones,3.5 baños,3 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",745 Mt2,
apartamento,"US$ 885,000",3 habitaciones,3.5 baños,3 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",406 Mt2,
apartamento,"US$ 1,150,000",3 habitaciones,3.5 baños,4 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",400 Mt2,
apartamento,"US$ 322,000",3 habitaciones,3.5 baños,2 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",214 Mt2,
apartamento,"US$ 1,970,000",4 habitaciones,4.5 baños,6 parqueos,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",790 Mt2,
apartamento,"US$ 299,000",3 habitaciones,3.5 baños,2 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",214 Mt2,
apartamento,"US$ 279,000",3 habitaciones,3.5 baños,2 parqueos,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",214 Mt2,
apartamento,"US$ 75,750",2 habitaciones,1.0 baños,1 parqueos,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",65 Mt2,
apartamento,"US$ 475,000",3 habitaciones,3.5 baños,3 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",308 Mt2,
apartamento,"US$ 145,000",1 habitaciones,2.0 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",80 Mt2,
apartamento,"US$ 335,000",3 habitaciones,3.5 baños,3 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",230 Mt2,
apartamento,"US$ 310,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",240 Mt2,
apartamento,"US$ 414,000",3 habitaciones,3.5 baños,3 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",280 Mt2,
apartamento,"US$ 365,000",3 habitaciones,3.5 baños,3 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",266 Mt2,
apartamento,"US$ 335,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",255 Mt2,
apartamento,"US$ 315,000",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",240 Mt2,
apartamento,"US$ 431,000",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",358 Mt2,
apartamento,"US$ 235,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",150 Mt2,
casa,"US$ 380,000",4 habitaciones,4.5 baños,3 parqueos,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",500 Mt2,
apartamento,"US$ 155,000",3 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",168 Mt2,
apartamento,"US$ 138,000",2 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",98 Mt2,
apartamento,"US$ 97,000",1 habitaciones,1.5 baños,1 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",64 Mt2,
apartamento,"US$ 154,700",3 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",128 Mt2,
apartamento,"US$ 202,290",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",158 Mt2,
apartamento,"US$ 210,490",3 habitaciones,3.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",167 Mt2,
apartamento,"US$ 147,000",3 habitaciones,2.5 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",153 Mt2,
apartamento,"US$ 192,400",3 habitaciones,2.5 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",249 Mt2,
apartamento,"RD$ 5,300,000",3 habitaciones,2.0 baños,2 parqueos,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",138 Mt2,
apartamento,"US$ 421,000",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",310 Mt2,
apartamento,"US$ 260,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,
apartamento,"US$ 103,000",2 habitaciones,2.0 baños,2 parqueos,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",108 Mt2,
apartamento,"US$ 271,300",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",211 Mt2,
apartamento,"RD$ 5,450,000",3 habitaciones,2.5 baños,2 parqueos,"Colinas Del Oeste, Santo Domingo Centro (D.N.), Santo Domingo",152 Mt2,
