"","tipo_vivienda","divisa","precio","habitaciones","banios","parqueos","direccion","metraje","detalles"
"136","apartamento","US$","250,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",163,"1/2 Baño, Ascensor, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
"137","apartamento","US$","175,000",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",117,""
"138","casa","US$","1,500,000",4,5,8,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",900,""
"139","apartamento","US$","485,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",353,""
"140","apartamento","US$","132,000",1,1.5,1,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",83,""
"141","apartamento","US$","109,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",68,""
"142","apartamento","US$","170,980",3,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",119,""
"143","apartamento","US$","160,000",2,2.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",115,""
"144","apartamento","US$","125,000",1,1.5,1,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",76,""
"145","apartamento","US$","246,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",224,""
"146","apartamento","US$","246,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",224,""
"147","apartamento","US$","6,500,000",3,2,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cuarto de Servicio, Terraza"
"148","apartamento","US$","231,060",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",176,""
"149","apartamento","US$","182,716",2,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",127,""
"150","apartamento","US$","136,000",1,1.5,1,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",88,""
"151","apartamento","RD$","2,250,000",3,2,1,"Colinas del Arroyo II, Santo Domingo Centro (D.N.), Santo Domingo",79,""
"152","apartamento","US$","169,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",145,""
"153","apartamento","RD$","4,600,000",3,2,2,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",153,""
"154","apartamento","US$","246,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",207,""
"155","apartamento","US$","630,000",3,3.5,4,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",381,""
"156","apartamento","US$","137,000",2,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",116,""
"157","apartamento","US$","220,000",3,2.5,2,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",218,""
"158","apartamento","US$","360,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",220,""
"159","apartamento","US$","125,000",2,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",105,""
"160","apartamento","US$","205,000",3,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",168,""
"161","apartamento","US$","187,700",2,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",149,""
"162","apartamento","US$","249,750",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",185,""
"163","apartamento","US$","259,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",178,""
"164","apartamento","US$","206,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",167,""
"165","apartamento","US$","225,000",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",195,""
"166","apartamento","US$","145,000",2,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",108,""
"167","apartamento","US$","99,000",1,1.5,1,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",57,""
"168","apartamento","US$","155,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",132,""
"169","apartamento","US$","252,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",212,""
"170","apartamento","US$","108,000",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",75,""
"171","apartamento","US$","87,344",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",51,""
"172","apartamento","US$","175,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",101,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Gimnasio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
"173","apartamento","US$","141,500",2,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",91,""
"174","apartamento","US$","500,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",325,""
"175","apartamento","US$","224,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",173,""
"176","apartamento","US$","294,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",189,""
"177","apartamento","US$","800,000",4,4.5,4,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",430,""
"178","apartamento","US$","185,000",3,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160,""
"179","apartamento","US$","280,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",213,""
"180","apartamento","US$","180,500",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",127,""
"181","apartamento","US$","92,500",1,1.5,1,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",73,""
"182","apartamento","RD$","7,500,000",3,2.5,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",195,""
"183","apartamento","US$","190,000",3,3.5,2,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",175,""
"184","apartamento","RD$","5,750,000",3,2.5,2,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",120,""
"185","apartamento","US$","175,000",2,2.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",168,""
"186","apartamento","US$","260,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",239,""
"187","apartamento","US$","280,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",239,""
"188","apartamento","US$","262,500",4,3.5,2,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",200,"Area de Juegos Infantiles, Cuarto de Servicio, Gimnasio, Seguridad 24 Horas"
"189","apartamento","US$","114,000",2,2.5,2,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",140,"1/2 Baño"
"190","apartamento","US$","97,482",1,1,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",70,""
"191","apartamento","US$","255,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",130,""
"192","apartamento","US$","1,095,000",3,3.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",460,""
"193","apartamento","US$","190,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",125,""
"194","apartamento","US$","214,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",142,""
"195","apartamento","US$","650,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",378,""
"196","apartamento","US$","925,000",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",450,""
"197","apartamento","US$","670,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",520,""
"198","apartamento","US$","1,550,000",4,4.5,5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",650,""
"199","apartamento","US$","625,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",348,""
"200","apartamento","US$","2,100,000",4,4.5,5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",800,""
"201","apartamento","US$","575,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",273,""
"202","apartamento","RD$","5,700,000",2,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",125,""
"203","apartamento","US$","320,000",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",270,""
"204","apartamento","RD$","3,150,000",3,2,2,"Av. Monumental, Santo Domingo Centro (D.N.), Santo Domingo",100,""
"205","apartamento","US$","148,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Terraza"
"206","apartamento","US$","215,000",3,3.5,3,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",262,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"207","apartamento","RD$","6,000,000",2,2,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",0,"Ascensor, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"208","apartamento","RD$","2,080,000",2,2,1,"Colinas del Arroyo II, Santo Domingo Centro (D.N.), Santo Domingo",62,"Agua Potable, Area de Juegos Infantiles, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"209","casa","US$","675,000",4,4.5,4,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",586,"1/2 Baño, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Jacuzzi, Patio, Piscina, Terraza, Vestidores, Walk In Closet"
"210","apartamento","RD$","6,700,000",3,2.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",161,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"211","casa","RD$","7,000,000",3,2.5,2,"El Portal, Santo Domingo Centro (D.N.), Santo Domingo",185,"1/2 Baño, Area Servicio Independiente, Cisterna, Terraza, Walk In Closet"
"212","apartamento","RD$","3,600,000",2,1,1,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",82,"Agua Potable, Area Servicio Independiente, Cisterna, Cuarto de Servicio"
"213","apartamento","RD$","5,400,000",2,2,1,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",112,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas"
"214","apartamento","RD$","6,700,000",3,2.5,2,"Av. Cayetano Germosen, Santo Domingo Centro (D.N.), Santo Domingo",200,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"215","apartamento","RD$","5,100,000",3,2,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",140,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo, Seguridad 24 Horas"
"216","apartamento","RD$","4,600,000",3,2,2,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",120,"1/2 Baño, Agua Potable, Balcón, Cisterna, Pozo, Seguridad 24 Horas, Vestidores"
"217","apartamento","US$","199,000",3,3.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"218","apartamento","RD$","6,990,000",3,3,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",246,"1/2 Baño, Agua Potable, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"219","apartamento","RD$","6,650,000",3,2.5,NA,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",0,"Area Servicio Independiente, Ascensor, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas"
"220","apartamento","US$","170,000",3,3,2,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",143,"Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"221","apartamento","US$","120,000",2,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",123,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cuarto de Servicio"
"222","apartamento","RD$","6,700,000",2,3,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",221,""
"223","apartamento","US$","130,000",2,2,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",90,"Balcón, Cisterna, Cuarto de Servicio, Planta Eléctrica, Pozo, Terraza"
"224","apartamento","RD$","4,200,000",1,1.5,NA,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Planta Eléctrica, Seguridad 24 Horas, Terraza"
"225","apartamento","RD$","197,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",153,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"226","apartamento","US$","445,000",4,5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",435,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Shutters, Terraza, Vestidores, Walk In Closet"
"227","apartamento","US$","144,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Balcón, Cisterna, Control de Acceso, Estudio, Planta Eléctrica, Pozo, Walk In Closet"
"228","apartamento","US$","235,000",3,2,NA,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"229","apartamento","US$","160,000",3,2,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Inversor, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"230","apartamento","US$","145,000",3,2.5,2,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio"
"231","apartamento","RD$","5,500,000",2,2,1,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",135,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cuarto de Servicio, Family Room"
"232","apartamento","US$","78,950",1,2.5,1,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",60,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Inversor, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"233","apartamento","RD$","4,790,000",3,2,3,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",124,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Balcón, Control de Acceso, Cuarto de Servicio, Gazzebo, Inversor, Patio, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"234","apartamento","RD$","7,050,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",115,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"235","apartamento","US$","131,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",94,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"236","apartamento","US$","90,050",1,1.5,1,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",60,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"237","apartamento","US$","229,500",2,3,2,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",155,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"238","apartamento","US$","388,000",3,4,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",208,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"239","apartamento","RD$","3,894,000",3,2,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",100,"Agua Potable, Area de Juegos Infantiles, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Piscina, Seguridad 24 Horas"
"240","apartamento","US$","172,000",3,3.5,3,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",147,"1/2 Baño, Ascensor, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"241","apartamento","US$","171,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gazzebo, Gimnasio, Inversor, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"242","apartamento","US$","160,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",160,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"243","apartamento","US$","246,500",2,2,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",170,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"244","apartamento","RD$","5,538,000",3,2,2,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",115,"Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"245","apartamento","US$","440,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",252,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Shutters, Walk In Closet"
"246","apartamento","US$","97,000",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",64,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"247","casa","US$","744,000",3,4,5,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",760,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Cuarto de Servicio, Estudio, Family Room, Inversor, Patio, Planta Eléctrica, Shutters, Terraza, Walk In Closet"
"248","apartamento","US$","250,000",3.5,3,NA,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",250,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"249","apartamento","US$","105,800",1,1.5,1,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",73,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina"
"250","apartamento","RD$","5,000,000",3,2.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",127,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"251","apartamento","US$","127,000",3,2.5,2,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",135,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"252","apartamento","US$","60,000",1,1.5,1,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Control de Acceso, Inversor"
"253","apartamento","US$","169,000",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"254","apartamento","US$","128,000",2,2.5,2,"Julieta, Santo Domingo Centro (D.N.), Santo Domingo",147,"1/2 Baño, Agua Potable, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"255","apartamento","RD$","5,800,000",3,2.5,1,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",160,"1/2 Baño, Agua Potable, Patio"
"256","apartamento","US$","154,000",3,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",121,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"257","apartamento","RD$","5,750,000",2,2.5,2,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",175,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Inversor, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"258","apartamento","US$","220,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",230,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"259","apartamento","US$","160,000",2,2,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",100,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"260","apartamento","US$","209,000",3,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",175,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"261","apartamento","RD$","4,600,000",3,2,2,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",100,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Inversor, Seguridad 24 Horas, Vestidores, Walk In Closet"
"262","apartamento","US$","210,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",218,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"263","apartamento","US$","135,000",2,2,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",115,"1/2 Baño, Agua Potable, Balcón, Cuarto de Servicio"
"264","apartamento","RD$","6,300,000",3,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",172,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Planta Eléctrica, Vestidores, Walk In Closet"
"265","apartamento","RD$","2,750,000",1,1.5,1,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",55,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cisterna, Control de Acceso, Inversor, Seguridad 24 Horas, Walk In Closet"
"266","apartamento","US$","217,000",3,3.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",173,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"267","apartamento","RD$","5,450,000",3,2.5,2,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",135,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Inversor, Seguridad 24 Horas, Vestidores, Walk In Closet"
"268","apartamento","RD$","5,300,000",2,2,1,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",120,"Agua Potable, Aire Acondicionado, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Inversor, Terraza, Vestidores"
