"","tipo_vivienda","divisa","precio","habitaciones","banios","parqueos","direccion","metraje","detalles"
"269","apartamento","US$","149,500",2,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",110,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"270","apartamento","US$","110,000",1,1.5,1,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",58,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"271","apartamento","US$","125,570",NA,NA,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"272","apartamento","US$","140,000",2,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"273","apartamento","RD$","6,900,000",3,3.5,2,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",190,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"274","casa","US$","9,000,000",5,6.5,20,"Los Pinos, Santo Domingo Centro (D.N.), Santo Domingo",3820,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Shutters, Terraza, Vestidores, Walk In Closet"
"275","apartamento","US$","210,000",3,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",290,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"276","apartamento","US$","520,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",352,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Terraza, Walk In Closet"
"277","apartamento","US$","190,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",190,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"278","apartamento","RD$","7,900,000",3,2.5,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",132,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
"279","apartamento","US$","375,000",3,3.5,2,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",350,"1/2 Baño, Ascensor, Balcón, Estar Familiar, Gazzebo, Gimnasio, Piscina, Terraza"
"280","apartamento","US$","260,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Agua Potable, Ascensor, Balcón, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"281","apartamento","US$","134,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",143,"1/2 Baño, Agua Potable, Area Servicio Independiente, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"282","apartamento","US$","135,000",2,2.5,2,"Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",120,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"283","apartamento","US$","135,000",2,2,1,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",99,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"284","apartamento","US$","185,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",165,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Estudio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"285","apartamento","RD$","8,000,000",3,3.5,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",206,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Estar Familiar, Planta Eléctrica"
"286","apartamento","US$","112,000",1,1,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",102,"Ascensor, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"287","apartamento","RD$","5,600,000",3,2.5,2,"Quisqueya, Santo Domingo Centro (D.N.), Santo Domingo",147,"1/2 Baño, Balcón, Cisterna, Cuarto de Servicio"
"288","apartamento","US$","295,000",4,4.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",355,"1/2 Baño, Agua Potable, Ascensor, Balcón, Estudio, Planta Eléctrica, Pozo"
"289","apartamento","RD$","6,700,000",3,2,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",172,""
"290","apartamento","RD$","5,700,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",143,"1/2 Baño"
"291","apartamento","US$","169,000",3,3.5,2,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",201,"1/2 Baño, Cuarto de Servicio, Seguridad 24 Horas, Terraza"
"292","apartamento","US$","185,000",3,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",220,"Estudio, Lobby"
"293","casa","US$","650,000",3,3.5,4,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",711,""
"294","apartamento","RD$","8,400,000",3,3,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",182,""
"295","apartamento","RD$","3,385,000",2,1,1,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",85,"Balcón, Cisterna, Pozo, Seguridad 24 Horas"
"296","apartamento","RD$","8,500,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",190,"1/2 Baño, Ascensor, Balcón, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
"297","apartamento","US$","165,000",3,1.5,NA,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",165,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica"
"298","apartamento","RD$","5,600,000",2,2,2,"Zona Universitaria, Santo Domingo Centro (D.N.), Santo Domingo",143,"Ascensor, Balcón, Cisterna, Seguridad 24 Horas, Terraza"
"299","apartamento","US$","124,000",3,2.5,2,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",129,"1/2 Baño, Ascensor, Balcón, Lobby, Seguridad 24 Horas"
"300","apartamento","RD$","6,000,000",2,2,NA,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",108,"1/2 Baño, Balcón, Planta Eléctrica, Pozo"
"301","apartamento","US$","220,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",200,"Ascensor, Balcón"
"302","apartamento","US$","125,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",154,"1/2 Baño, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas"
"303","apartamento","US$","220,000",3,3.5,2,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",250,"1/2 Baño, Ascensor, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"304","apartamento","US$","165,000",3,3,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",165,"Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby"
"305","apartamento","US$","152,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",132,"1/2 Baño, Agua Potable, Balcón, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"306","apartamento","US$","115,000",2,2,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",110,"Agua Potable, Ascensor, Balcón, Cisterna, Cuarto de Servicio"
"307","apartamento","RD$","6,500,000",3,2,2,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",126,"1/2 Baño"
"308","apartamento","US$","350,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",413,"1/2 Baño, Ascensor, Cuarto de Servicio, Estar Familiar, Estudio, Lobby, Seguridad 24 Horas, Terraza"
"309","casa","RD$","15,200,000",5,5.5,4,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",365,""
"310","apartamento","US$","134,000",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",106,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Shutters"
"311","apartamento","US$","300,000",4,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",190,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Cuarto de Servicio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Terraza"
"312","apartamento","US$","316,000",3,5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",300,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Jacuzzi, Lobby, Seguridad 24 Horas, Terraza, Walk In Closet"
"313","apartamento","US$","120,065",1,2.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",75,"1/2 Baño, Agua Potable, Ascensor, Estudio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"314","apartamento","RD$","7,100,000",3,2,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",0,"Ascensor, Balcón, Seguridad 24 Horas"
"315","apartamento","US$","180,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",224,"1/2 Baño, Terraza"
"316","apartamento","RD$","5,550,000",3,2,2,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",165,"1/2 Baño, Balcón, Cisterna, Seguridad 24 Horas, Vestidores"
"317","apartamento","US$","103,500",2,2.5,1,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",140,"1/2 Baño, Balcón, Terraza"
"318","apartamento","US$","150,000",3,3,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Ascensor, Balcón, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"319","apartamento","US$","360,000",3,3,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",267,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"320","apartamento","US$","200,000",3,3.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",340,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
"321","apartamento","US$","575,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",280,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Walk In Closet"
"322","apartamento","US$","575,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"323","apartamento","US$","575,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gazzebo, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"324","apartamento","US$","158,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"325","apartamento","US$","131,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",94,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"326","apartamento","RD$","7,020,000",3,3,2,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",181,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Estar Familiar, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"327","apartamento","US$","343,200",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",208,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Family Room, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
"328","apartamento","US$","165,000",3,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",147,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"329","apartamento","US$","140,000",3,2.5,2,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",170,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"330","apartamento","RD$","7,050,000",2,2.5,NA,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",169,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"331","apartamento","RD$","6,120,000",2,2.5,2,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",190,"1/2 Baño, Agua Potable, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas"
"332","apartamento","US$","299,000",2,2.5,2,"Malecon, Santo Domingo Centro (D.N.), Santo Domingo",184,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"333","apartamento","RD$","7,500,000",3,2.5,2,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",169,"1/2 Baño, Ascensor, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"334","apartamento","US$","160,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",111,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"335","casa","RD$","11,100,000",3,3.5,2,"Altos de Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",200,"Area Servicio Independiente, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Inversor, Patio, Seguridad 24 Horas, Walk In Closet"
"336","apartamento","US$","156,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",160,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"337","apartamento","US$","138,150",2,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",110,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"338","apartamento","RD$","3,894,000",3,2,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",100,"Agua Potable, Area de Juegos Infantiles, Control de Acceso, Cuarto de Servicio, Gazzebo, Piscina, Seguridad 24 Horas"
"339","apartamento","RD$","5,538,000",3,2.5,2,"Villa Marina, Santo Domingo Centro (D.N.), Santo Domingo",115,"Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
"340","apartamento","US$","250,000",3,4.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",188,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"341","apartamento","US$","89,500",1,1.5,1,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",68,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"342","apartamento","US$","199,999",3,3.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"343","apartamento","US$","190,000",2,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",155,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
"344","apartamento","US$","82,200",1,1.5,1,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",79,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores"
"345","casa","RD$","4,500,000",3,2.5,2,"Pantoja, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Estar Familiar, Vestidores"
"346","apartamento","US$","185,000",3,3.5,3,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",187,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
"347","apartamento","US$","136,224",2,2.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",129,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"348","apartamento","US$","171,200",3,2.5,2,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",144,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
"349","apartamento","US$","126,625",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",78,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Terraza, Walk In Closet"
"350","apartamento","US$","142,400",1,1.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",78,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
"351","apartamento","US$","200,000",3,3.5,2,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",142,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Vestidores, Walk In Closet"
"352","apartamento","US$","160,000",2,2.5,2,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",101,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Vestidores, Walk In Closet"
"353","casa","RD$","30,000,000",4,3.5,6,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",490,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Patio, Planta Eléctrica, Terraza, Vestidores, Walk In Closet"
"354","apartamento","US$","117,875",2,2,2,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",94,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores"
"355","apartamento","RD$","4,200,000",2,2,2,"Las Colinas, Santo Domingo Centro (D.N.), Santo Domingo",125,"Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Planta Eléctrica, Vestidores"
"356","apartamento","US$","82,500",1,1.5,1,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",60,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
"357","apartamento","US$","177,000",3,3.5,2,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",152,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"358","apartamento","US$","155,000",3,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Jacuzzi, Planta Eléctrica, Seguridad 24 Horas, Vestidores"
"359","apartamento","US$","98,000",3,2.5,2,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",98,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Terraza, Vestidores"
"360","apartamento","US$","115,000",1,1.5,2,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",57,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Satélite, Seguridad 24 Horas, Terraza, Walk In Closet"
"361","apartamento","RD$","4,700,000",3,3,2,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",153,"Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores"
"362","apartamento","RD$","8,950,000",3,3.5,3,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",225,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Inversor, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
"363","casa","RD$","5,800,000",3,3,4,"El Portal, Santo Domingo Centro (D.N.), Santo Domingo",174,"Agua Potable, Balcón, Cisterna, Cuarto de Servicio, Patio"
"364","apartamento","RD$","6,500,000",2,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",128,""
"365","casa","RD$","6,800,000",3,2,2,"El Portal, Santo Domingo Centro (D.N.), Santo Domingo",179,"Agua Potable, Control de Acceso, Cuarto de Servicio, Estar Familiar, Patio"
"366","apartamento","US$","157,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",218,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Estar Familiar, Planta Eléctrica, Pozo, Terraza, Walk In Closet"
"367","apartamento","RD$","8,200,000",3,3.5,2,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",190,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
