tipo_vivienda,divisa,precio,habitaciones,banios,parqueos,direccion,metraje,detalles
apartamento,RD$,"7,050,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",115,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,US$,"201,000",3,3.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",154,"Ascensor, Gimnasio, Lobby, Planta Eléctrica, Terraza"
apartamento,RD$,"195,000",3,3.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",205,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,US$,"120,000",2,2.5,2,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"199,000",3,3.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"190,000",3,3.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Ascensor, Control de Acceso, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"90,000",1,1.5,1,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",60,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"450,000",4,4.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",395,"1/2 Baño, Ascensor, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"650,000",4,4.5,4,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",595,"1/2 Baño, Ascensor, Control de Acceso, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,RD$,"10,000,000",3,3.5,3,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",238,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"335,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",258,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cuarto de Servicio, Estudio, Family Room"
apartamento,US$,"130,000",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
casa,RD$,"8,800,000",3,2.5,2,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",278,"Estar Familiar, Gazzebo, Patio, Terraza"
apartamento,US$,"330,000",3,3.5,4,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",275,"1/2 Baño, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,US$,"253,000",3,3.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",175,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,RD$,"7,000,000",1,2,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",120,"1/2 Baño, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"285,000",3,3.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",300,"1/2 Baño, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cuarto de Servicio, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Shutters, Walk In Closet"
apartamento,US$,"835,000",4,4.5,4,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",485,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"225,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,US$,"252,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",190,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cuarto de Servicio, Estar Familiar, Gimnasio, Planta Eléctrica, Walk In Closet"
apartamento,RD$,"5,100,000",3,2,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",140,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo, Seguridad 24 Horas"
apartamento,RD$,"8,000,000",3,3.5,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",206,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Estar Familiar, Planta Eléctrica"
apartamento,US$,"185,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",165,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Estudio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,US$,"76,000",1,1.5,1,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",56,"1/2 Baño, Ascensor, Balcón, Cuarto de Servicio, Gimnasio, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"168,887",2,2,1,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",114,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,US$,"255,000",3,1,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",195,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,US$,"112,000",1,1,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",102,"Ascensor, Lobby, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"255,250",3,3.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",170,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Inversor, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,RD$,"3,700,000",2,2,1,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",110,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo"
apartamento,US$,"118,000",3,3,2,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",125,
apartamento,RD$,"3,390,000",2,2,2,"Republica de Colombia, Santo Domingo Centro (D.N.), Santo Domingo",97,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cuarto de Servicio, Piscina"
apartamento,US$,"207,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",217,
apartamento,US$,"230,000",4,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",211,
casa,US$,"744,000",3,4,5,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",760,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Cuarto de Servicio, Estudio, Family Room, Inversor, Patio, Planta Eléctrica, Shutters, Terraza, Walk In Closet"
apartamento,RD$,"5,150,000",2,2.5,2,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",112,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cuarto de Servicio, Inversor, Terraza"
apartamento,RD$,"7,900,000",2,NA,NA,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",0,
casa,US$,"250,000",4,4,5,"El Milloncito, Santo Domingo Centro (D.N.), Santo Domingo",300,
casa,US$,"1,250,000",2,3,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",613,
apartamento,US$,"390,000",3,3,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",258,"1/2 Baño, Agua Potable, Balcón, Seguridad 24 Horas"
apartamento,US$,"149,000",3,2,NA,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Balcón, Cisterna, Control de Acceso, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,US$,"160,000",3,2,2,"Zona Colonial, Santo Domingo Centro (D.N.), Santo Domingo",111,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"650,000",4,5,3,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",365,"Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Planta Eléctrica, Walk In Closet"
apartamento,US$,"189,000",3,2,2,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",104,"Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Terraza, Walk In Closet"
apartamento,US$,"453,300",3,3,3,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",265,"1/2 Baño, Ascensor, Cuarto de Servicio, Jacuzzi"
apartamento,RD$,"7,500,000",3,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160,"1/2 Baño, Agua Potable, Area Servicio Independiente, Control de Acceso"
casa,US$,"260,000",5,3.5,4,"Altos de Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",300,"1/2 Baño, Agua Potable, Cisterna, Cuarto de Servicio, Patio, Terraza, Vestidores, Walk In Closet"
apartamento,US$,"102,000",2,2.5,1,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",117,
apartamento,US$,"50,600",1,1,1,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",47,
apartamento,US$,"88,400",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",68,
apartamento,US$,"151,200",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",112,
apartamento,US$,"128,000",2,2,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",109,
apartamento,US$,"278,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",206,
apartamento,US$,"183,700",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",192,
apartamento,US$,"277,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",200,
apartamento,US$,"158,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130,
apartamento,US$,"210,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",195,
apartamento,US$,"205,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",200,
apartamento,US$,"205,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",170,
apartamento,US$,"175,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",175,
apartamento,US$,"197,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",185,
apartamento,US$,"458,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",322,
apartamento,US$,"172,116",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",123,
apartamento,US$,"515,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",320,
apartamento,US$,"243,000",3,3.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",160,
apartamento,US$,"166,323",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",119,
apartamento,US$,"170,265",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",131,
apartamento,US$,"100,535",1,1.5,1,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",74,
apartamento,US$,"465,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",319,
apartamento,US$,"354,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",189,
apartamento,US$,"240,000",2,2.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",134,
apartamento,US$,"350,000",3,3.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",220,
apartamento,US$,"228,000",3,3.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",208,
apartamento,US$,"440,500",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",290,
apartamento,US$,"420,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",290,
apartamento,US$,"327,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",244,
apartamento,US$,"151,000",2,2.5,2,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",87,
apartamento,US$,"485,000",3,3.5,4,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",327,
apartamento,US$,"370,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",246,
apartamento,US$,"175,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",90,
apartamento,US$,"650,000",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",333,
apartamento,US$,"895,000",3,3.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",412,
apartamento,US$,"690,000",3,3.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",420,
apartamento,US$,"657,248",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",325,
apartamento,US$,"145,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",75,
apartamento,US$,"199,400",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",119,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,US$,"249,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",198,
apartamento,US$,"120,125",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",78,
apartamento,US$,"160,000",NA,NA,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",136,
apartamento,US$,"154,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",122,
apartamento,US$,"150,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",156,
apartamento,US$,"104,000",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",75,
apartamento,US$,"222,500",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",155,
apartamento,US$,"198,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",170,
apartamento,US$,"223,400",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",215,
apartamento,US$,"144,640",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",130,
apartamento,US$,"1,600,000",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",507,
apartamento,US$,"157,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",85,
apartamento,US$,"950,000",4,4.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",412,
apartamento,US$,"131,430",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",78,
apartamento,US$,"256,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",140,
apartamento,US$,"255,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",200,
apartamento,US$,"560,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",280,
apartamento,US$,"289,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",105,
apartamento,US$,"220,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",168,
apartamento,US$,"128,000",2,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",118,
apartamento,US$,"114,000",1,1.5,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",75,
apartamento,US$,"184,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",160,
apartamento,US$,"140,500",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",120,
casa,US$,"800,000",4,4.5,4,"Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",500,
apartamento,US$,"440,000",3,3.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",290,
apartamento,US$,"330,000",3,3.5,3,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",230,
apartamento,US$,"125,000",3,2.5,2,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",133,
apartamento,US$,"213,000",3,3.5,2,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",210,
apartamento,US$,"395,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",240,
apartamento,US$,"172,000",3,2.5,2,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",140,
apartamento,RD$,"5,000,000",3,2.5,2,"Buenos Aires del Mirador, Santo Domingo Centro (D.N.), Santo Domingo",125,
apartamento,US$,"190,000",3,3.5,2,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",155,
apartamento,US$,"985,000",4,4,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",600,
apartamento,US$,"740,000",3,3.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",402,
apartamento,US$,"1,700,000",4,4.5,5,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",853,
apartamento,US$,"2,425,000",4,4.5,6,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",650,
apartamento,US$,"1,340,000",4,4.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",462,
apartamento,US$,"4,397,000",4,8,8,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",1197,
apartamento,US$,"2,048,000",4,4.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",606,
apartamento,US$,"995,000",3,3.5,3,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",745,
apartamento,US$,"885,000",3,3.5,3,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",406,
apartamento,US$,"1,150,000",3,3.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",400,
apartamento,US$,"322,000",3,3.5,2,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",214,
apartamento,US$,"1,970,000",4,4.5,6,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",790,
apartamento,US$,"299,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",214,
apartamento,US$,"279,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",214,
apartamento,US$,"75,750",2,1,1,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",65,
apartamento,US$,"475,000",3,3.5,3,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",308,
apartamento,US$,"145,000",1,2,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",80,
apartamento,US$,"335,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",230,
apartamento,US$,"310,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",240,
apartamento,US$,"414,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",280,
apartamento,US$,"365,000",3,3.5,3,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",266,
apartamento,US$,"335,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",255,
apartamento,US$,"315,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",240,
apartamento,US$,"431,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",358,
apartamento,US$,"235,000",2,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",150,
casa,US$,"380,000",4,4.5,3,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",500,
apartamento,US$,"155,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",168,
apartamento,US$,"138,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",98,
apartamento,US$,"97,000",1,1.5,1,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",64,
apartamento,US$,"154,700",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",128,
apartamento,US$,"202,290",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",158,
apartamento,US$,"210,490",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",167,
apartamento,US$,"147,000",3,2.5,2,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",153,
apartamento,US$,"192,400",3,2.5,2,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",249,
apartamento,RD$,"5,300,000",3,2,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",138,
apartamento,US$,"421,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",310,
apartamento,US$,"260,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",220,
apartamento,US$,"103,000",2,2,2,"Gala, Santo Domingo Centro (D.N.), Santo Domingo",108,
apartamento,US$,"271,300",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",211,
apartamento,RD$,"5,450,000",3,2.5,2,"Colinas Del Oeste, Santo Domingo Centro (D.N.), Santo Domingo",152,
apartamento,US$,"247,600",3,2.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",179,
apartamento,RD$,"4,700,000",3,2,2,"Colinas Del Oeste, Santo Domingo Centro (D.N.), Santo Domingo",138,
apartamento,US$,"119,000",1,1.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",103,
apartamento,US$,"155,000",2,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",105,
apartamento,US$,"209,500",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",147,
apartamento,US$,"172,900",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",133,
apartamento,US$,"249,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",178,
apartamento,US$,"262,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",200,
apartamento,US$,"246,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",207,
apartamento,US$,"339,000",3,3.5,3,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",257,
apartamento,US$,"367,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",210,
apartamento,RD$,"6,400,000",3,2,2,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",184,"Balcón, Estar Familiar"
apartamento,US$,"165,500",3,3.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",142,
apartamento,US$,"220,000",3,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",183,
apartamento,RD$,"6,700,000",3,2.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",159,
apartamento,US$,"80,000",1,1.5,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",56,
apartamento,US$,"370,000",4,3.5,2,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",350,
apartamento,US$,"194,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",170,
apartamento,US$,"98,500",3,2.5,2,"Quisqueya, Santo Domingo Centro (D.N.), Santo Domingo",97,
apartamento,US$,"162,000",2,2.5,1,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",116,
apartamento,US$,"56,000",1,1.5,1,"Quisqueya, Santo Domingo Centro (D.N.), Santo Domingo",56,
apartamento,US$,"310,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",180,
apartamento,US$,"465,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",305,
apartamento,US$,"194,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",70,
apartamento,US$,"149,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",61,
apartamento,US$,"345,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",200,
apartamento,US$,"310,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",180,
apartamento,US$,"336,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",275,
apartamento,US$,"625,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",415,
apartamento,US$,"217,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",120,
apartamento,US$,"700,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",400,
apartamento,US$,"256,000",3,3.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",170,
apartamento,US$,"154,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",70,
apartamento,US$,"725,000",3,3.5,4,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",405,
