tipo_vivienda,divisa,precio,habitaciones,banios,parqueos,direccion,metraje,detalles
apartamento,US$,"150,000",3,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",114,"Balcón, Control de Acceso, Lobby, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"124,000",2,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",97,"1/2 Baño, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"228,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",152,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Jacuzzi, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,RD$,"6,000,000",2,2.5,2,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",136,"1/2 Baño, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Lobby, Seguridad 24 Horas"
apartamento,RD$,"3,400,000",1,1,2,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",90,"Control de Acceso, Cuarto de Servicio"
apartamento,RD$,"3,250,000",3,2,2,"Altos de Arroyo Hondo III, Santo Domingo Centro (D.N.), Santo Domingo",145,"Agua Potable, Balcón, Cisterna, Cuarto de Servicio"
apartamento,US$,"240,000",3,3.5,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",234,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cuarto de Servicio, Estudio, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"240,000",3,3.5,3,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,US$,"134,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",143,"1/2 Baño, Agua Potable, Area Servicio Independiente, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"187,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",157,"1/2 Baño, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cuarto de Servicio, Lobby, Planta Eléctrica"
apartamento,US$,"160,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",118,"Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,RD$,"8,200,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",215,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Estar Familiar, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"265,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cuarto de Servicio, Estar Familiar, Lobby, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,RD$,"3,600,000",2,1,1,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",82,"Agua Potable, Area Servicio Independiente, Cisterna, Cuarto de Servicio"
apartamento,RD$,"7,500,000",3,3.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",240,"1/2 Baño, Agua Potable, Ascensor, Balcón, Jacuzzi"
apartamento,US$,"121,000",2,2,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",165,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"128,000",2,2,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",116,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,US$,"121,000",2,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",120,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,US$,"210,000",4,3.5,4,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",293,"1/2 Baño, Agua Potable, Cisterna, Cuarto de Servicio, Seguridad 24 Horas"
apartamento,US$,"110,000",3,2,NA,"Los Prados, Santo Domingo Centro (D.N.), Santo Domingo",120,"1/2 Baño, Cisterna, Control de Acceso, Cuarto de Servicio, Inversor, Planta Eléctrica, Pozo"
apartamento,US$,"92,000",2,2.5,1,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",100,Balcón
casa,RD$,"9,500,000",3,2.5,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",437,"1/2 Baño, Agua Potable, Cisterna, Cuarto de Servicio, Jacuzzi"
apartamento,US$,"155,000",2,2,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",112,"1/2 Baño, Area Servicio Independiente, Ascensor, Patio, Planta Eléctrica, Terraza"
apartamento,US$,"260,000",4,4.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",353,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Cuarto de Servicio"
apartamento,US$,"185,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",175,"1/2 Baño, Agua Potable, Area Servicio Independiente, Lobby, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"134,000",3,2.5,2,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",134,"Agua Potable, Area Servicio Independiente, Ascensor, Cuarto de Servicio, Lobby, Planta Eléctrica"
apartamento,US$,"127,000",2,2,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",165,"Agua Potable, Area Servicio Independiente, Ascensor, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,US$,"163,000",3,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",155,"1/2 Baño, Agua Potable, Cuarto de Servicio, Gimnasio, Terraza"
apartamento,US$,"175,000",3,3,3,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",155,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio"
apartamento,US$,"134,112",2,2.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",125,"Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,RD$,"7,200,000",3,2.5,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,US$,"111,000",2,2.5,2,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",102,"Area de Juegos Infantiles, Ascensor, Cisterna, Lobby, Terraza"
apartamento,RD$,"8,650,000",3,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",234,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Patio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,US$,"162,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",136,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica"
apartamento,RD$,"8,200,000",3,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",220,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Patio, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,RD$,"7,500,000",3,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",187,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cuarto de Servicio, Estar Familiar, Planta Eléctrica"
apartamento,US$,"275,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",300,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Lobby, Planta Eléctrica, Pozo, Vestidores, Walk In Closet"
apartamento,RD$,"5,400,000",3,2,2,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",135,"Balcón, Cisterna, Control de Acceso"
apartamento,US$,"235,000",3,3.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",222,"1/2 Baño, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,US$,"155,000",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",62,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Lobby, Planta Eléctrica, Satélite, Seguridad 24 Horas, Terraza"
casa,RD$,"9,800,000",4,4.5,4,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",360,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Jacuzzi, Patio, Terraza, Vestidores, Walk In Closet"
apartamento,US$,"135,000",2,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",115,"Agua Potable, Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"123,500",3,2.5,2,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Seguridad 24 Horas"
casa,RD$,"7,500,000",3,2.5,3,"Colinas del Seminario, Santo Domingo Centro (D.N.), Santo Domingo",175,"1/2 Baño, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Patio, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,RD$,"3,700,000",3,2,2,"Cuesta Brava, Santo Domingo Centro (D.N.), Santo Domingo",148,"Agua Potable, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Seguridad 24 Horas, Terraza"
apartamento,US$,"111,000",1,1.5,NA,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",0,"Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Patio"
apartamento,US$,"414,800",3,3.5,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",244,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"124,500",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",65,
apartamento,US$,"111,000",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",73,"1/2 Baño, Agua Potable, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas"
apartamento,US$,"560,000",3,3.5,3,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",343,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Shutters"
apartamento,US$,"285,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",194,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"160,000",1,1.5,1,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",103,"1/2 Baño, Agua Potable, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Piscina, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"113,500",1,1.5,1,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",65,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas"
apartamento,US$,"335,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",225,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Balcón, Gimnasio, Lobby, Piscina"
apartamento,US$,"540,000",3,3,3,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",447,
apartamento,US$,"1,500,000",4,4.5,4,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",554,"1/2 Baño, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"650,000",3,3,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",340,"1/2 Baño, Aire Acondicionado, Area de Juegos Infantiles, Balcón, Estudio, Gimnasio, Jacuzzi, Piscina, Walk In Closet"
apartamento,US$,"100,000",1,1.5,NA,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",62,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Gimnasio, Lobby, Piscina, Sauna"
apartamento,US$,"235,000",2,2.5,2,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas"
apartamento,US$,"850,000",NA,NA,NA,"Anacaona, Santo Domingo Centro (D.N.), Santo Domingo",545,"Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"315,000",2,2.5,2,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",145,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Control de Acceso, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"325,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",185,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Shutters, Walk In Closet"
apartamento,US$,"750,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",420,"1/2 Baño, Agua Potable, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Gimnasio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"660,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",355,
apartamento,US$,"500,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",308,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,US$,"170,000",2,2,2,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",125,"1/2 Baño, Agua Potable, Ascensor, Cuarto de Servicio"
apartamento,RD$,"6,500,000",2,2,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",130,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"123,500",3,2.5,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",137,"1/2 Baño, Agua Potable, Cisterna, Cuarto de Servicio, Jacuzzi"
apartamento,US$,"280,000",3,3.5,2,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gazzebo, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Terraza, Walk In Closet"
casa,US$,"450,000",4,4,4,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",788,
apartamento,US$,"585,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"575,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",280,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Family Room, Gazzebo, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Sauna, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"585,000",3,3.5,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",0,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estudio, Gazzebo, Gimnasio, Lobby, Patio, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
casa,US$,"450,000",4,4,4,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",788,
apartamento,US$,"220,000",3,NA,NA,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",273,
apartamento,RD$,"4,300,000",2,2,1,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",107,Balcón
apartamento,US$,"134,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",143,"Ascensor, Balcón, Gimnasio, Planta Eléctrica"
apartamento,US$,"185,000",2,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",149,"Ascensor, Balcón, Cisterna, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica"
apartamento,US$,"140,000",2,2.5,2,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",158,"Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica"
apartamento,US$,"215,000",3,3.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",205,"Ascensor, Balcón, Cuarto de Servicio, Planta Eléctrica"
apartamento,US$,"170,000",3,2.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",155,"1/2 Baño, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores"
apartamento,US$,"160,000",2,2,1,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",97,"Ascensor, Balcón, Cuarto de Servicio, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica"
apartamento,US$,"275,000",2,2.5,2,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",292,"1/2 Baño, Agua Potable, Balcón, Cisterna, Cuarto de Servicio, Estudio, Seguridad 24 Horas, Walk In Closet"
apartamento,RD$,"3,700,000",3,2.5,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",150,"Agua Potable, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Seguridad 24 Horas"
apartamento,RD$,"3,800,000",3,2,2,"Republica de Colombia, Santo Domingo Centro (D.N.), Santo Domingo",105,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo, Seguridad 24 Horas"
apartamento,RD$,"9,500,000",3,3.5,2,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",300,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,RD$,"7,000,000",3,2.5,2,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",158,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"165,000",2,2.5,2,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",147,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,RD$,"6,760,000",3,2.5,2,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",189,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,US$,"110,000",1,1.5,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",65,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza"
apartamento,RD$,"5,700,000",2,2.5,2,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",126,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Pozo, Seguridad 24 Horas"
apartamento,RD$,"11,500,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",325,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,RD$,"5,400,000",2,2,1,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",112,"Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,RD$,"6,000,000",2,2,2,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",138,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Walk In Closet"
apartamento,RD$,"6,900,000",3,2.5,2,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",160,"1/2 Baño, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas"
apartamento,US$,"195,000",3,2.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",155,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,US$,"68,000",1,1,1,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",74,"Agua Potable, Aire Acondicionado, Area Servicio Independiente, Balcón, Cisterna, Control de Acceso"
apartamento,US$,"125,000",2,2,1,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",110,"Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Terraza"
casa,US$,"875,000",6,6.5,NA,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",700,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cuarto de Servicio, Gimnasio, Patio, Piscina, Terraza"
apartamento,US$,"160,000",3,2.5,2,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",150,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas"
casa,US$,"260,000",3,3,3,"Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",240,
apartamento,RD$,"9,500,000",3,3.5,2,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",222,Estar Familiar
casa,US$,"520,000",3,4.5,3,"Cuesta Hermosa I, Santo Domingo Centro (D.N.), Santo Domingo",360,
casa,US$,"450,000",2,2,2,"Las Praderas, Santo Domingo Centro (D.N.), Santo Domingo",0,
apartamento,RD$,"7,000,000",3,2.5,2,"Av. Cayetano Germosen, Santo Domingo Centro (D.N.), Santo Domingo",200,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
casa,RD$,"18,000,000",4,5.5,6,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",625,
apartamento,US$,"388,000",3,4,3,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",208,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Family Room, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Walk In Closet"
casa,RD$,"10,950,000",3,3,2,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",260,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cisterna, Cuarto de Servicio, Family Room, Inversor"
